"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocolVersion","identificationReferences","remarks","duplicateNightQF"
"4C7A084390E54BDA97C60BEF88B9D75A","D03","OSBS","OSBS_003","2014-09-25",3,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"CA96FCA5B0C34EA2B3296F701303E5C5","D03","OSBS","OSBS_004","2014-09-26",3,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"307596E30C574579978D80A51A43DFAA","D03","OSBS","OSBS_023","2014-10-21",1,"MAM.OSBS.2014.11",100,1,99,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"16E334236C374798B989153B58486CAF","D03","OSBS","OSBS_003","2014-10-21",1,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"455E0D53732B4A308A29C6CD644EA3BD","D03","OSBS","OSBS_005","2014-10-21",1,"MAM.OSBS.2014.11",100,1,99,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"7692C79022B845B3BD8407A1C4E611B4","D03","OSBS","OSBS_012","2014-10-21",1,"MAM.OSBS.2014.11",100,18,82,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"EAC28D1F72274F15B1A67C9963493FAC","D03","OSBS","OSBS_002","2014-10-21",1,"MAM.OSBS.2014.11",99,0,99,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"046B7E7FBDCD4E1884B2A72653DA2CCB","D03","OSBS","OSBS_004","2014-10-21",1,"MAM.OSBS.2014.11",100,1,99,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"8C0F0A24FA3242FDBA57202677F59213","D03","OSBS","OSBS_023","2014-10-22",2,"MAM.OSBS.2014.11",99,1,98,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"717FE2976F16454AB0F4FD480DD7D25F","D03","OSBS","OSBS_003","2014-10-22",2,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"E35C3088A9004F0CAA14D5C2841052AB","D03","OSBS","OSBS_005","2014-10-22",2,"MAM.OSBS.2014.11",100,35,65,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","Pulled due to raccoon disturbance.",0
"48683EAADAA04B8EAD9170F8BCCF74C5","D03","OSBS","OSBS_012","2014-10-22",2,"MAM.OSBS.2014.11",100,5,95,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"4977E86855714F32B441FF3584940BC1","D03","OSBS","OSBS_002","2014-10-22",2,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"723886F6D8164FC6AC7B195EDDF9EE8D","D03","OSBS","OSBS_004","2014-10-22",2,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"01CB20C92A3B4876A60A3A49C5C5687F","D03","OSBS","OSBS_023","2014-10-23",3,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"4760236AB8DB44A6A9E4C5B35443A57F","D03","OSBS","OSBS_003","2014-10-23",3,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"3D4F027B803C49AAA038737799558B1F","D03","OSBS","OSBS_005","2014-10-23",3,"MAM.OSBS.2014.11",0,0,0,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","Grid pulled 20141022 due to raccoon disturbance",0
"CD244EC56D504FAEA1D9751C838E4FC2","D03","OSBS","OSBS_012","2014-10-23",3,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"91DEACBD3CB84B5DBA3F2436D1FA6346","D03","OSBS","OSBS_002","2014-10-23",3,"MAM.OSBS.2014.11",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"A5CAF3F3ECF942CF97EC983A3A3FEF50","D03","OSBS","OSBS_004","2014-10-23",3,"MAM.OSBS.2014.11",100,3,97,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
