individualID,decimalLatitude,decimalLongitude,stemDiameter
NEON.PLA.D06.UKFS.02630,39.03817362218041,-95.18810672256127,22.925
NEON.PLA.D06.UKFS.02694,39.03818349789177,-95.18803948686941,13.05
NEON.PLA.D06.UKFS.02633,39.038133391704775,-95.18811798508483,1.8
NEON.PLA.D06.UKFS.02910,39.03711815679828,-95.18997305027747,31.049999999999997
NEON.PLA.D06.UKFS.02520,39.037773482008745,-95.19490951671902,14.25
NEON.PLA.D06.UKFS.02523,39.037637784178145,-95.19501288219485,6.82
NEON.PLA.D06.UKFS.02539,39.037776647922556,-95.19492426288046,5.9
NEON.PLA.D06.UKFS.02533,39.037703287702534,-95.19494517927716,9.633333333333333
NEON.PLA.D06.UKFS.02551,39.03748417615922,-95.19489377652124,3.15
NEON.PLA.D06.UKFS.02600,39.03705969152447,-95.19016483211234,31.95
NEON.PLA.D06.UKFS.02524,39.037734016745226,-95.19504020014867,4.2
NEON.PLA.D06.UKFS.02543,39.03757281077498,-95.19496115660304,8.833333333333334
NEON.PLA.D06.UKFS.02529,39.03767909076701,-95.19504240260487,19.65
NEON.PLA.D06.UKFS.02549,39.037476190784794,-95.1948572515257,7.4
NEON.PLA.D06.UKFS.02526,39.037698724830875,-95.19505667889666,18.700000000000003
NEON.PLA.D06.UKFS.02599,39.037083204072104,-95.19014988684641,26.35
NEON.PLA.D06.UKFS.02544,39.03761041196972,-95.19491632635808,9.266666666666666
NEON.PLA.D06.UKFS.02546,39.03755215712777,-95.19490656211094,6.4
NEON.PLA.D06.UKFS.02536,39.037698966817686,-95.19485416184237,6.7
NEON.PLA.D06.UKFS.02547,39.03757491070698,-95.1949080160459,3.9
NEON.PLA.D06.UKFS.02930,39.03703811035256,-95.19018874045238,1.4
NEON.PLA.D06.UKFS.02522,39.037732235001776,-95.19503094567135,28.866666666666667
NEON.PLA.D06.UKFS.02692,39.037366536286505,-95.18996902330078,11.200000000000001
NEON.PLA.D06.UKFS.02550,39.03746639997332,-95.19488980984434,7.2
NEON.PLA.D06.UKFS.02525,39.03768976033525,-95.19505098140614,1.1
NEON.PLA.D06.UKFS.02541,39.03757942241546,-95.1950624112941,5.1
NEON.PLA.D06.UKFS.02537,39.037802191912434,-95.19486050769568,8.2
NEON.PLA.D06.UKFS.02515,39.03724273675359,-95.19016403198961,1.25
NEON.PLA.D06.UKFS.02911,39.03714516582743,-95.18997565026308,16.55
NEON.PLA.D06.UKFS.02542,39.03761708955229,-95.19501549430043,7.433333333333334
NEON.PLA.D06.UKFS.02540,39.03754512852428,-95.19496036602655,8.233333333333333
NEON.PLA.D06.UKFS.02548,39.03752688963776,-95.19485812905681,2.9333333333333336
NEON.PLA.D06.UKFS.02518,39.03764641051368,-95.19488836781515,5.85
NEON.PLA.D06.UKFS.02519,39.03773381857355,-95.19488915554648,8.4
NEON.PLA.D06.UKFS.02538,39.03775304984873,-95.19484903438946,4.9
NEON.PLA.D06.UKFS.02521,39.037738687669346,-95.19501901442266,8.459999999999999
NEON.PLA.D06.UKFS.02545,39.03757631174195,-95.19488816456985,5.233333333333333
NEON.PLA.D06.UKFS.02534,39.03771560485968,-95.19490181508664,11.1
NEON.PLA.D06.UKFS.02535,39.03769768735181,-95.19489330567241,5.466666666666667
NEON.PLA.D06.UKFS.02527,39.03769698355636,-95.19505748580772,11
NEON.PLA.D06.UKFS.02513,39.03737741907806,-95.19001108401248,27.549999999999997
NEON.PLA.D06.UKFS.02612,39.03524138596515,-95.19164417078974,34.2
NEON.PLA.D06.UKFS.02615,39.03524633368124,-95.19169564532649,26.225
NEON.PLA.D06.UKFS.02610,39.035259658295296,-95.19165975124466,4.25
NEON.PLA.D06.UKFS.02788,39.03438422990678,-95.1917644777531,25.066666666666666
NEON.PLA.D06.UKFS.02789,39.03436061472741,-95.19175472803906,35.266666666666666
NEON.PLA.D06.UKFS.02794,39.034319780155755,-95.19199569573436,5.733333333333333
NEON.PLA.D06.UKFS.02799,39.03432030733345,-95.19220563186933,5.533333333333333
NEON.PLA.D06.UKFS.02605,39.03525057480993,-95.19167922367696,45.1
NEON.PLA.D06.UKFS.02607,39.035245701134826,-95.1916761411134,8.95
NEON.PLA.D06.UKFS.02618,39.03512918225377,-95.19186059961166,7.333333333333333
NEON.PLA.D06.UKFS.02795,39.03431238659537,-95.1920164266622,7
NEON.PLA.D06.UKFS.02609,39.03526417043518,-95.191683623419,28.9
NEON.PLA.D06.UKFS.02613,39.03523804331028,-95.19166813307491,6.775
NEON.PLA.D06.UKFS.02611,39.035249717434866,-95.19165049324428,13.5
NEON.PLA.D06.UKFS.02616,39.03525033825064,-95.19166503995241,7.425
NEON.PLA.D06.UKFS.02608,39.035245701134826,-95.1916761411134,11.25
NEON.PLA.D06.UKFS.02604,39.03523830261268,-95.19168281686146,4.5
NEON.PLA.D06.UKFS.02793,39.03441090988042,-95.1920586905729,5.8
NEON.PLA.D06.UKFS.02606,39.03524072126781,-95.19170030663507,11.3
NEON.PLA.D06.UKFS.02614,39.035241334264434,-95.19165480365162,7.725
NEON.PLA.D06.UKFS.02601,39.03521135756046,-95.19181786061941,24.8
NEON.PLA.D06.UKFS.02770,39.03531322795909,-95.19429560307987,1.2000000000000002
NEON.PLA.D06.UKFS.02773,39.0353263813578,-95.19428826791763,1
NEON.PLA.D06.UKFS.02750,39.03691717479634,-95.18855489583406,7.8
NEON.PLA.D06.UKFS.01973,39.03432247588865,-95.18895298458366,1.2
NEON.PLA.D06.UKFS.01936,39.03493238796309,-95.19564635788929,25.566666666666666
NEON.PLA.D06.UKFS.01958,39.03505614995648,-95.19599214646014,2
NEON.PLA.D06.UKFS.02637,39.038074822317064,-95.18813671831303,18.2
NEON.PLA.D06.UKFS.02638,39.038073940050204,-95.1881369509717,25.525
NEON.PLA.D06.UKFS.02635,39.03807490445701,-95.18806818842906,35.125
NEON.PLA.D06.UKFS.02634,39.0381009084441,-95.18805387384597,6.775
NEON.PLA.D06.UKFS.02636,39.03807541300067,-95.18810746830725,18.125
NEON.PLA.D06.UKFS.02643,39.03930469563782,-95.19092097516096,13.2
NEON.PLA.D06.UKFS.02675,39.0392616662904,-95.1909273208584,3.833333333333333
NEON.PLA.D06.UKFS.02676,39.03941054077452,-95.19097763979865,14.959999999999999
NEON.PLA.D06.UKFS.02674,39.03949085513389,-95.19089077901444,1.2
NEON.PLA.D06.UKFS.02672,39.03926612565385,-95.19093127117985,5
NEON.PLA.D06.UKFS.02669,39.03934875149017,-95.190982820671,6.866666666666667
NEON.PLA.D06.UKFS.02646,39.03926900157513,-95.1908611041452,2.46
NEON.PLA.D06.UKFS.02671,39.039182051208236,-95.19095371787321,3.65
NEON.PLA.D06.UKFS.02641,39.039344610854755,-95.19100380150489,8.116666666666667
NEON.PLA.D06.UKFS.02649,39.03931409601146,-95.19092160414864,1.4
NEON.PLA.D06.UKFS.05202,39.04262109416269,-95.19372908768108,10.7
NEON.PLA.D06.UKFS.05222,39.044296271664315,-95.19718915760043,11.7
NEON.PLA.D06.UKFS.05220,39.04427854815318,-95.19713692601515,11.95
NEON.PLA.D06.UKFS.05399,39.03729864858902,-95.19002227459599,10.7
NEON.PLA.D06.UKFS.05001,39.03822503708525,-95.1880298366086,19.299999999999997
NEON.PLA.D06.UKFS.00830,39.03822410448801,-95.1881131839282,35.625
NEON.PLA.D06.UKFS.00084,39.05263039838141,-95.18814939253674,1.2
NEON.PLA.D06.UKFS.00083,39.05256078308318,-95.18811541103686,6.1
NEON.PLA.D06.UKFS.00082,39.05259359928276,-95.1881331524823,20.7
NEON.PLA.D06.UKFS.00079,39.04642450578479,-95.20859998064209,19.05
NEON.PLA.D06.UKFS.00022,39.04634881612756,-95.20855314349544,13.65
NEON.PLA.D06.UKFS.00085,39.046266589891154,-95.20862453936547,4.35
NEON.PLA.D06.UKFS.03595,39.05273295273411,-95.18588925226857,20.5
NEON.PLA.D06.UKFS.03594,39.05260387519219,-95.18602842822887,23
NEON.PLA.D06.UKFS.03596,39.052658528337254,-95.18607090980844,18.5
NEON.PLA.D06.UKFS.02216,39.03716881653908,-95.2052546461742,11.8
NEON.PLA.D06.UKFS.03600,39.037149607018215,-95.20532803673761,8.6
NEON.PLA.D06.UKFS.02982,39.03717439707903,-95.20536366691059,6.8
NEON.PLA.D06.UKFS.03970,39.03717144578685,-95.20522277009307,57
NEON.PLA.D06.UKFS.05079,39.0372754358913,-95.20534096976301,12.5
NEON.PLA.D06.UKFS.03948,39.03715514865304,-95.20527394426436,13.4
NEON.PLA.D06.UKFS.05067,39.03729217485097,-95.2053254209018,45
NEON.PLA.D06.UKFS.04988,39.037264348348224,-95.20516825938434,43.6
NEON.PLA.D06.UKFS.04965,39.03715635708961,-95.20532444630675,14.5
NEON.PLA.D06.UKFS.04989,39.03725930629547,-95.20517825026101,15
NEON.PLA.D06.UKFS.04975,39.03719371180732,-95.20537536700782,13
NEON.PLA.D06.UKFS.05071,39.03730825049012,-95.20536794563579,83.3
NEON.PLA.D06.UKFS.05070,39.03730291029846,-95.20535137565396,26.7
NEON.PLA.D06.UKFS.04980,39.037261348409544,-95.2052311188276,9.9
NEON.PLA.D06.UKFS.04982,39.03729302864045,-95.20526089773065,16.6
NEON.PLA.D06.UKFS.04976,39.03721713796575,-95.20533054581242,13.4
NEON.PLA.D06.UKFS.04981,39.037263212776494,-95.20522427376147,33.4
NEON.PLA.D06.UKFS.05069,39.03731379613286,-95.20533991864389,76
NEON.PLA.D06.UKFS.03954,39.0372066826478,-95.2052211838355,51
NEON.PLA.D06.UKFS.05074,39.0373121768434,-95.20539186310904,23.8
NEON.PLA.D06.UKFS.05080,39.03724456784436,-95.20535787317571,11
NEON.PLA.D06.UKFS.05073,39.037323230618526,-95.20538629431998,56.2
NEON.PLA.D06.UKFS.04986,39.03730544966309,-95.20516542613596,56.5
NEON.PLA.D06.UKFS.05066,39.03729133814645,-95.20530461848077,29.3
NEON.PLA.D06.UKFS.04987,39.03727973470892,-95.20516430104877,44.5
NEON.PLA.D06.UKFS.04958,39.03719492541164,-95.2052854840883,25
NEON.PLA.D06.UKFS.03572,39.0545191889952,-95.20476593106947,13.5
NEON.PLA.D06.UKFS.03561,39.054488817965726,-95.20477219141016,21.8
NEON.PLA.D06.UKFS.03909,39.054521454231164,-95.20467395277788,18.3
NEON.PLA.D06.UKFS.03570,39.0544238447543,-95.20485198982034,50.8
NEON.PLA.D06.UKFS.03547,39.05453331116554,-95.20468617210842,19
NEON.PLA.D06.UKFS.03560,39.05448648752098,-95.20475755839755,11.8
NEON.PLA.D06.UKFS.03885,39.05449461763735,-95.2047081557973,13.7
NEON.PLA.D06.UKFS.03552,39.05441369165691,-95.20470155352679,64.5
NEON.PLA.D06.UKFS.03571,39.054523945490054,-95.20475895818772,13
NEON.PLA.D06.UKFS.03553,39.054495606742535,-95.20464960041703,30.1
NEON.PLA.D06.UKFS.03549,39.054571673364094,-95.20463764514064,23.7
NEON.PLA.D06.UKFS.03564,39.05448557836369,-95.204839699794,23.9
NEON.PLA.D06.UKFS.03946,39.05454723566881,-95.20480564666411,24.8
NEON.PLA.D06.UKFS.03556,39.054482994471265,-95.20466778257509,15.5
NEON.PLA.D06.UKFS.03563,39.05449403120695,-95.20478910624212,17.2
NEON.PLA.D06.UKFS.03574,39.05452299963835,-95.20484045736669,11.6
NEON.PLA.D06.UKFS.03548,39.05452659277975,-95.20467152918222,11.7
NEON.PLA.D06.UKFS.03554,39.05449761452574,-95.2046820565259,20.6
NEON.PLA.D06.UKFS.03569,39.0544477196535,-95.20481888110645,21
NEON.PLA.D06.UKFS.03573,39.05451719474008,-95.20477569449436,24.6
NEON.PLA.D06.UKFS.03401,39.054452243291706,-95.20484026691516,9
NEON.PLA.D06.UKFS.03402,39.054504588525035,-95.20482263737209,13.5
NEON.PLA.D06.UKFS.03403,39.05451427105386,-95.20484525024261,22.6
NEON.PLA.D06.UKFS.04743,39.04320592222917,-95.20281917397712,1.1
NEON.PLA.D06.UKFS.03877,39.04316988055639,-95.2027707204039,1.9
NEON.PLA.D06.UKFS.04730,39.04318792570136,-95.20281081218167,1
NEON.PLA.D06.UKFS.04770,39.04320395854063,-95.20283308431904,1.3
NEON.PLA.D06.UKFS.03527,39.043110675413786,-95.20283468503733,3.1
NEON.PLA.D06.UKFS.04774,39.04318968256829,-95.20282844722242,1.2
NEON.PLA.D06.UKFS.03522,39.04310089944698,-95.20282570766832,2.3
NEON.PLA.D06.UKFS.04742,39.0431812568077,-95.20279056857564,1
NEON.PLA.D06.UKFS.03599,39.04308942518403,-95.20278269301238,43.2
NEON.PLA.D06.UKFS.03597,39.04316577526376,-95.20261819463038,10
NEON.PLA.D06.UKFS.03598,39.04310099807473,-95.2026446635853,23.5
NEON.PLA.D06.UKFS.04778,39.04326353133825,-95.20260302248374,23.8
NEON.PLA.D06.UKFS.03901,39.04324475055282,-95.20276477774676,53.3
NEON.PLA.D06.UKFS.04776,39.043252808121224,-95.20264892108823,38
NEON.PLA.D06.UKFS.04775,39.043206135475,-95.202708324049,18
NEON.PLA.D06.UKFS.04788A,39.04326353133825,-95.20260302248374,21.3
NEON.PLA.D06.UKFS.04782,39.03389033403115,-95.19867043180963,15.5
NEON.PLA.D06.UKFS.03603,39.03380616960825,-95.19861267413444,15.5
NEON.PLA.D06.UKFS.03822,39.03372689869463,-95.1985245933425,20.3
NEON.PLA.D06.UKFS.04797,39.03383293916506,-95.19849809367696,14.1
NEON.PLA.D06.UKFS.03823,39.03378821410544,-95.19848512430927,17.8
NEON.PLA.D06.UKFS.04791,39.033855687409115,-95.19863749336977,15
NEON.PLA.D06.UKFS.03824,39.0337682550363,-95.19851094683885,12.75
NEON.PLA.D06.UKFS.03832,39.03379840478526,-95.1985478205248,11.3
NEON.PLA.D06.UKFS.04795,39.033847143728416,-95.19850341052823,13.3
NEON.PLA.D06.UKFS.03828,39.03388591160992,-95.19848604303849,30.7
NEON.PLA.D06.UKFS.03601,39.03376378134777,-95.1986700954454,15.7
NEON.PLA.D06.UKFS.03602,39.033721984274536,-95.1986628439767,25
NEON.PLA.D06.UKFS.04796,39.0338335270628,-95.19850226920566,26
NEON.PLA.D06.UKFS.04784,39.033856241626886,-95.19863672290056,13
NEON.PLA.D06.UKFS.03846,39.033797924009924,-95.19860265010728,20.5
NEON.PLA.D06.UKFS.03829,39.03389252857607,-95.19846566895,14.3
NEON.PLA.D06.UKFS.03827,39.03383858146584,-95.19848616703378,10.1
NEON.PLA.D06.UKFS.03809,39.0337291311807,-95.19854990006064,30.1
NEON.PLA.D06.UKFS.03808,39.0337157219367,-95.19854660039991,14.4
NEON.PLA.D06.UKFS.03813,39.04564817267204,-95.19821893624831,12
NEON.PLA.D06.UKFS.03812,39.04564597125089,-95.19820956469493,14.8
NEON.PLA.D06.UKFS.03450,39.04574158055573,-95.19821663153296,16.4
NEON.PLA.D06.UKFS.04801,39.04560807265595,-95.19837587196169,21.9
NEON.PLA.D06.UKFS.03815,39.04563220455199,-95.19830366470907,35.5
NEON.PLA.D06.UKFS.03446,39.045770613808266,-95.19829428811792,18
NEON.PLA.D06.UKFS.03422,39.045706299462225,-95.19830908729999,11.6
NEON.PLA.D06.UKFS.03444,39.04578259257662,-95.19835475626762,25.7
NEON.PLA.D06.UKFS.03814,39.04565160308876,-95.1983235033884,13.8
NEON.PLA.D06.UKFS.03811,39.04568957758287,-95.19816490759092,25.4
NEON.PLA.D06.UKFS.04783,39.04561222787388,-95.19836180331066,13.8
NEON.PLA.D06.UKFS.03818,39.04568692892552,-95.19822372653987,36
NEON.PLA.D06.UKFS.03451,39.04574990963055,-95.19823188880336,28.6
NEON.PLA.D06.UKFS.03437,39.045715154938264,-95.19837280141192,12.2
NEON.PLA.D06.UKFS.03445,39.0457555415787,-95.19833313516047,12.2
NEON.PLA.D06.UKFS.03441,39.045755445790455,-95.19833165792006,10.1
NEON.PLA.D06.UKFS.03817,39.04569096882676,-95.1982523941045,13.5
NEON.PLA.D06.UKFS.04906,39.05274850783685,-95.18592060955353,13
NEON.PLA.D06.UKFS.04979,39.046255124195156,-95.20877430804401,11.1
NEON.PLA.D06.UKFS.04814,39.046395086684846,-95.20858766469645,33.5
NEON.PLA.D06.UKFS.04930,39.05265937408876,-95.1859917819795,16
NEON.PLA.D06.UKFS.04810,39.04632939710597,-95.20865511522312,10.8
NEON.PLA.D06.UKFS.03495,39.05272986376809,-95.18598728779492,12.6
NEON.PLA.D06.UKFS.03433,39.046258497015494,-95.20876968791555,15.2
NEON.PLA.D06.UKFS.04911,39.05272986376809,-95.18598728779492,14
NEON.PLA.D06.UKFS.04916,39.05274252926904,-95.18597462886628,11.5
NEON.PLA.D06.UKFS.04918,39.052634595861804,-95.18595960737177,37
NEON.PLA.D06.UKFS.04811,39.04634229294093,-95.20863776654959,11.2
NEON.PLA.D06.UKFS.04931,39.05260818897241,-95.18602001796555,25
NEON.PLA.D06.UKFS.04820,39.04640933741153,-95.20875428577854,31.7
NEON.PLA.D06.UKFS.04927,39.052679957849556,-95.18589934843101,17
NEON.PLA.D06.UKFS.04812,39.04633010181925,-95.2085717886676,25.9
NEON.PLA.D06.UKFS.04925,39.05267107006107,-95.18593143147491,10
NEON.PLA.D06.UKFS.03502,39.046247104113235,-95.20875977120788,26.6
NEON.PLA.D06.UKFS.04913,39.05275712803102,-95.18592747643117,18.5
NEON.PLA.D06.UKFS.04920,39.052636042294566,-95.18590812531912,20
NEON.PLA.D06.UKFS.04929,39.05265486071458,-95.18599921959002,15
NEON.PLA.D06.UKFS.04923,39.052661046661555,-95.18588817082156,24
NEON.PLA.D06.UKFS.04807,39.04627602450737,-95.20857518216611,10.3
NEON.PLA.D06.UKFS.04921,39.05266358566188,-95.18593223927718,25
NEON.PLA.D06.UKFS.03496,39.05272986376809,-95.18598728779492,10.7
NEON.PLA.D06.UKFS.04808,39.04626197124881,-95.20856307179773,22.9
NEON.PLA.D06.UKFS.04805,39.046309775179296,-95.2086423853634,22.2
NEON.PLA.D06.UKFS.04818,39.04635164386185,-95.20872274133873,25
NEON.PLA.D06.UKFS.04804,39.04631252902578,-95.20875043247423,16.6
NEON.PLA.D06.UKFS.04815,39.046402529832356,-95.20865546436363,27.4
NEON.PLA.D06.UKFS.04926,39.05267107006107,-95.18593143147491,12
NEON.PLA.D06.UKFS.04919,39.05262928896806,-95.18589125318763,37
NEON.PLA.D06.UKFS.04803,39.04628571022475,-95.20874921945274,11
NEON.PLA.D06.UKFS.04928,39.05267252177349,-95.18598754014202,10.5
NEON.PLA.D06.UKFS.04813,39.04633757608129,-95.2085516323305,13.8
NEON.PLA.D06.UKFS.04821,39.0375868210507,-95.19703113178448,12.3
NEON.PLA.D06.UKFS.04840,39.037591287456,-95.19688243161866,23
NEON.PLA.D06.UKFS.03081,39.05268386262781,-95.18797767656696,10.3
NEON.PLA.D06.UKFS.04822,39.03759570187125,-95.1969956665423,27.8
NEON.PLA.D06.UKFS.04842,39.0376907749574,-95.19700671095781,10.5
NEON.PLA.D06.UKFS.03500,39.05259461613814,-95.18805656094577,11.6
NEON.PLA.D06.UKFS.03082,39.052659553757,-95.1879707993413,10
NEON.PLA.D06.UKFS.04832,39.03767380306886,-95.19699838365052,22.7
NEON.PLA.D06.UKFS.04827,39.037695702088264,-95.19704574627356,39.1
NEON.PLA.D06.UKFS.04817,39.0375414550864,-95.19705910914425,13.1
NEON.PLA.D06.UKFS.03084,39.05265088668392,-95.18800737587276,17.5
NEON.PLA.D06.UKFS.03091,39.05270502710997,-95.18811868324983,34.8
NEON.PLA.D06.UKFS.04826,39.037639966865754,-95.19699440755505,15
NEON.PLA.D06.UKFS.03100,39.05258404651673,-95.18815429958762,11.7
NEON.PLA.D06.UKFS.03593,39.03760174147091,-95.19698707690728,60.4
NEON.PLA.D06.UKFS.03592,39.03762096010855,-95.1970146030566,41.1
NEON.PLA.D06.UKFS.03591,39.037678230542184,-95.19703724893382,20.1
NEON.PLA.D06.UKFS.03085,39.052655629281155,-95.18801259630656,1.5
NEON.PLA.D06.UKFS.03089,39.052698088316305,-95.18810798473349,11.6
NEON.PLA.D06.UKFS.03080,39.05270634767955,-95.18801989694708,12.9
NEON.PLA.D06.UKFS.03092,39.05262717455844,-95.18803095984428,12.5
NEON.PLA.D06.UKFS.03086,39.05265978593077,-95.18802381439556,10.1
NEON.PLA.D06.UKFS.04837,39.03755409678119,-95.19688787446385,35.9
NEON.PLA.D06.UKFS.04833,39.03753480186724,-95.19688411228488,19
NEON.PLA.D06.UKFS.04754,39.05265343516874,-95.18816854517527,1
NEON.PLA.D06.UKFS.04843,39.03769815384251,-95.19702780114437,26.9
NEON.PLA.D06.UKFS.04839,39.0375710389189,-95.19689449704592,12.2
NEON.PLA.D06.UKFS.04824,39.03756683377152,-95.19697240074252,12.8
NEON.PLA.D06.UKFS.04838,39.03758630360881,-95.19685864865139,20.8
NEON.PLA.D06.UKFS.03082B,39.052659553757,-95.1879707993413,6.5
NEON.PLA.D06.UKFS.03096,39.05264240024338,-95.1879866039827,17.7
NEON.PLA.D06.UKFS.03497,39.05261173836058,-95.18800518542731,11.6
NEON.PLA.D06.UKFS.04829,39.03769773924849,-95.19701167900054,30
NEON.PLA.D06.UKFS.04844,39.03769182491075,-95.19687522025717,10
NEON.PLA.D06.UKFS.03499,39.05258333648575,-95.18800836990775,14.1
NEON.PLA.D06.UKFS.04836,39.03755750747215,-95.19687089592189,22.5
NEON.PLA.D06.UKFS.04831,39.03768485286112,-95.19696484236754,16.1
NEON.PLA.D06.UKFS.03083,39.05265669313732,-95.18798774046833,13.2
NEON.PLA.D06.UKFS.04830,39.03770272195592,-95.19698611148266,17
NEON.PLA.D06.UKFS.04825,39.03756051658305,-95.19699154975721,38.3
NEON.PLA.D06.UKFS.04077,39.032426509201045,-95.1881719306267,22.6
NEON.PLA.D06.UKFS.04071,39.03238768353295,-95.18819115550737,23.5
NEON.PLA.D06.UKFS.03068,39.03377718778638,-95.19000441768377,12.2
NEON.PLA.D06.UKFS.03073,39.03362737296835,-95.1899459529036,50.5
NEON.PLA.D06.UKFS.03071,39.03365003497684,-95.18996416545198,20.3
NEON.PLA.D06.UKFS.04072,39.032459917108305,-95.18822822467875,45.5
NEON.PLA.D06.UKFS.03064,39.03369376626854,-95.18990104253209,47.7
NEON.PLA.D06.UKFS.04890,39.032396455597564,-95.18804119877926,10.8
NEON.PLA.D06.UKFS.03065,39.03363145230548,-95.1898138585555,20.7
NEON.PLA.D06.UKFS.03070,39.033735597635165,-95.18997528810668,30.4
NEON.PLA.D06.UKFS.03069,39.03375701030782,-95.18997577486185,30.3
NEON.PLA.D06.UKFS.04065,39.03231171566813,-95.18817094390418,36.7
NEON.PLA.D06.UKFS.03404,39.033691832689414,-95.1898636927594,21.6
NEON.PLA.D06.UKFS.03405,39.03368369069044,-95.1899468050673,7.9
NEON.PLA.D06.UKFS.03066,39.03367942472959,-95.1898716787167,13.4
NEON.PLA.D06.UKFS.03072,39.03365003497684,-95.18996416545198,82
NEON.PLA.D06.UKFS.04067,39.0323370451077,-95.18813693757342,16.4
NEON.PLA.D06.UKFS.04074,39.03239471784335,-95.18814151239879,42.2
NEON.PLA.D06.UKFS.04059,39.032342887234364,-95.18820434761236,40.3
NEON.PLA.D06.UKFS.04058,39.03236622188643,-95.18818124858929,11.9
NEON.PLA.D06.UKFS.04054,39.03230688392602,-95.1881896270133,11.6
NEON.PLA.D06.UKFS.04069,39.03230185167505,-95.1881027525863,35.9
NEON.PLA.D06.UKFS.03067,39.033685476168884,-95.18989352435338,15.5
NEON.PLA.D06.UKFS.03063,39.03372727102151,-95.18986705567718,67
NEON.PLA.D06.UKFS.04073,39.032393287329214,-95.18817284182377,16
NEON.PLA.D06.UKFS.04075,39.0324728277179,-95.18815062944495,21
NEON.PLA.D06.UKFS.04892,39.03243079713669,-95.18808666342207,19.9
NEON.PLA.D06.UKFS.04063,39.03231171566813,-95.18817094390418,43.4
NEON.PLA.D06.UKFS.04076,39.03243740187747,-95.18816230105087,10.2
NEON.PLA.D06.UKFS.04064,39.0323302224401,-95.18821042617228,11
NEON.PLA.D06.UKFS.04889,39.03239229532716,-95.18810764531158,21
NEON.PLA.D06.UKFS.04053,39.03232492001719,-95.18808923410931,10.1
NEON.PLA.D06.UKFS.04891,39.03241906843966,-95.18808360815004,13.5
NEON.PLA.D06.UKFS.03062,39.033734533777256,-95.18987974615565,18.2
NEON.PLA.D06.UKFS.04079,39.04751514771525,-95.19845184263175,19.8
NEON.PLA.D06.UKFS.04094,39.047494067653496,-95.19824020061992,13.8
NEON.PLA.D06.UKFS.04078,39.0474900754886,-95.19845555152874,20.1
NEON.PLA.D06.UKFS.04089,39.04758373109001,-95.19840481515027,13.8
NEON.PLA.D06.UKFS.04088,39.047611186347225,-95.19838199082405,14.4
NEON.PLA.D06.UKFS.04087,39.0476081422322,-95.1984316452817,26.7
NEON.PLA.D06.UKFS.04082,39.047558800477745,-95.19836521131337,12.1
NEON.PLA.D06.UKFS.04083,39.04764220271964,-95.19845907073693,13.8
NEON.PLA.D06.UKFS.04090,39.047601663015136,-95.1984165356106,12.4
NEON.PLA.D06.UKFS.04080,39.04749056481293,-95.198379453599415,21.2
NEON.PLA.D06.UKFS.04092,39.047494916656454,-95.19823663612308,10
NEON.PLA.D06.UKFS.04080B,39.04749056481293,-95.198379453599415,19.7
NEON.PLA.D06.UKFS.04085,39.047637931977604,-95.19841475010006,13.8
NEON.PLA.D06.UKFS.04084,39.047630935503456,-95.1984264406811,15
NEON.PLA.D06.UKFS.04080A,39.04749056481293,-95.198379453599415,20.6
NEON.PLA.D06.UKFS.03341,39.03171549450777,-95.19569635580423,10.8
NEON.PLA.D06.UKFS.03352,39.03168917014957,-95.19573331297856,13.8
NEON.PLA.D06.UKFS.03261,39.042633459923216,-95.18839734190585,15.5
NEON.PLA.D06.UKFS.03266,39.04270922139878,-95.1883576088555,15.3
NEON.PLA.D06.UKFS.03339,39.03174191396889,-95.19570178645301,38.1
NEON.PLA.D06.UKFS.03356,39.031750032781474,-95.19581307759279,10.5
NEON.PLA.D06.UKFS.03362,39.0316571860207,-95.19580095738824,14
NEON.PLA.D06.UKFS.03357,39.031782933642326,-95.19577389857166,16.9
NEON.PLA.D06.UKFS.03268,39.04272217715064,-95.18852461248102,25
NEON.PLA.D06.UKFS.03267,39.04272218934332,-95.18852745207386,13.2
NEON.PLA.D06.UKFS.03358,39.03174562052799,-95.19575304094144,18.5
NEON.PLA.D06.UKFS.03355,39.03174748361374,-95.19581879399512,40.1
NEON.PLA.D06.UKFS.03353,39.03171949174737,-95.19584424519132,13.5
NEON.PLA.D06.UKFS.03351,39.03166919681699,-95.19571954087874,15.5
NEON.PLA.D06.UKFS.03272,39.04272361994113,-95.18846887363823,27.3
NEON.PLA.D06.UKFS.03359,39.031725073883536,-95.19576837214353,17.9
NEON.PLA.D06.UKFS.03343,39.03171446829382,-95.1956583248492,16.7
NEON.PLA.D06.UKFS.03360,39.03167048546221,-95.19577242592736,38.5
NEON.PLA.D06.UKFS.03366,39.03181762025216,-95.19582759236084,10.5
NEON.PLA.D06.UKFS.03260,39.0426187036477,-95.18837869573971,13.4
NEON.PLA.D06.UKFS.03363,39.0316707949912,-95.19579278908176,15
NEON.PLA.D06.UKFS.03259,39.042617137781896,-95.18834954105435,29
NEON.PLA.D06.UKFS.03271,39.042689110693786,-95.18845756692089,17.75
NEON.PLA.D06.UKFS.03338,39.03173875400031,-95.19566017216796,12.3
NEON.PLA.D06.UKFS.03350,39.03169172229365,-95.19567284517953,10
NEON.PLA.D06.UKFS.03361,39.03164133119683,-95.19577737451996,18.5
NEON.PLA.D06.UKFS.03258,39.0425918588187,-95.18836681865163,10.5
NEON.PLA.D06.UKFS.03354,39.03178145790186,-95.195813824957,10.5
