"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","tagID","individualNid","taxonID","scientificName","taxonRank","identificationQualifier","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","larvalTicksAttached","nymphalTicksAttached","adultTicksAttached","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF","duplicateTrapCoordinateQF","idqQF"
"B9AC2D473FF845428B6DABE32C92265F","D03","OSBS","OSBS_012","B1","woodyWetlands",29.720465,-81.985307,"WGS84",,32.0,,"2013-08-29","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"M","N","Y",,,"adult","nonscrotal",,,,23,,,,28,,,,,,,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,0,0,0,-1,0,,
"7A5EAC94B2574609A29AFA982772BC60","D03","OSBS","OSBS_002","A4","evergreenForest",29.705187,-81.956664,"WGS84",,32.0,,"2013-08-29","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",22,,,,29,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"936F435A123D49AEA574D2351C2E82A8","D03","OSBS","OSBS_002","B1","evergreenForest",29.705459,-81.956563,"WGS84",,32.0,,"2013-08-29","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","N",,,"adult","scrotal",,,,25,,,,34,,,,,"retroorbital",,"old",,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"01F5835C25EB40369EB0183EA0CF7C50","D03","OSBS","OSBS_002","F4","evergreenForest",29.705191,-81.956147,"WGS84",,32.0,,"2013-08-29","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"enlarged","not","neither",25,,,,28,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"4C204EE6ACEF4D3EA5A5D4FDE5420853","D03","OSBS","OSBS_004","H3","evergreenForest",29.683145,-81.957878,"WGS84",,39.9,,"2013-08-29","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",24,,,,28,,,,,,,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,0,0,0,-1,0,,
"2DAC75FE9B4448EEB8E5D89553B39CD9","D03","OSBS","OSBS_005","B2","woodyWetlands",29.695414,-82.026362,"WGS84",,37.7,,"2013-09-11","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",30,,,,90,,,,,"retroorbital",,"old",,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"09AF6C1902994D919A86F036B932C820","D03","OSBS","OSBS_003","A4","evergreenForest",29.695112,-81.946045,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",24,,,,38,,,,,"retroorbital",,"fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"50DD592F6CF74778ABFA4AA61A8A10D5","D03","OSBS","OSBS_003","G3","evergreenForest",29.695206,-81.945425,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",21,,,,30,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"D48E979D8D8F4747B53AF79D541A7CF2","D03","OSBS","OSBS_003","C9","evergreenForest",29.694662,-81.945834,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,23,,,,28,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"094CC1AC83324FB586ACD79C1DBF73A9","D03","OSBS","OSBS_003","G8","evergreenForest",29.694755,-81.945421,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","N",,,"adult","scrotal",,,,22,,,,31,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"88CE18ED000D4B59991156251D5276C2","D03","OSBS","OSBS_003","H1","evergreenForest",29.695388,-81.945324,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","N","Y",,,"adult","nonscrotal",,,,24,,,,38,,,,,"retroorbital",,"fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"8CF6119BA9DD4101A5D80C44942C8B72","D03","OSBS","OSBS_003","H6","evergreenForest",29.694937,-81.945320,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",25,,,,32,,,,,"retroorbital",,"fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"D695175094E84AE2AF270B4F78E7B5EC","D03","OSBS","OSBS_003","H8","evergreenForest",29.694756,-81.945318,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"M","R","N",,,"adult","scrotal",,,,23,,,,21,,,,,"retroorbital",,"fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,1,-1,1,,
"F9C35D6C65F24D1296FF9C54121798D1","D03","OSBS","OSBS_003","H10","evergreenForest",29.694576,-81.945316,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",21,,,,21,,,,,"retroorbital",,"fresh",,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,1,-1,1,,
"E3C964E97201439E86C2398882135805","D03","OSBS","OSBS_003","A10","evergreenForest",29.694570,-81.946040,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",29,,,,34,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"B1CBF854C37F4FD8BEDE1456280A7279","D03","OSBS","OSBS_003","A7","evergreenForest",29.694841,-81.946042,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",27,,,,38,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"D31C5CC0810344F498D51A2308ADA95F","D03","OSBS","OSBS_003","A3","evergreenForest",29.695202,-81.946046,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,29,,,,32,,,,,"retroorbital",,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"7E511A8E36424470B8C657AFDD808E3F","D03","OSBS","OSBS_004","G10","evergreenForest",29.682513,-81.957975,"WGS84",,40.8,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","N","N",,,"juvenile","nonscrotal",,,,21,15,65,101,15,,,,,"retroorbital",,"fresh",,,,,"J32yyfIpEw10V134pg+cYDG5BWnDet5o","MPTIP7pKlEeFtUk9POgRXSu75twIaOJc",,0,0,0,-1,0,,
"3199F2DEB1774BC2B8CADCDF71A9E650","D03","OSBS","OSBS_004","I3","evergreenForest",29.683146,-81.957775,"WGS84",,39.9,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,24,,,,33,,,,,"retroorbital",,,,,,,"J32yyfIpEw10V134pg+cYDG5BWnDet5o","MPTIP7pKlEeFtUk9POgRXSu75twIaOJc",,0,0,0,-1,0,,
"FC612CB5D83243018A2486013A780211","D03","OSBS","OSBS_004","H1","evergreenForest",29.683325,-81.957880,"WGS84",,39.6,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",24,,,,32,,,,,,,"old",,,,,"J32yyfIpEw10V134pg+cYDG5BWnDet5o","MPTIP7pKlEeFtUk9POgRXSu75twIaOJc",,0,0,0,-1,0,,
"DA4547D848044584B88B8DEB7F2529AF","D03","OSBS","OSBS_002","G1","evergreenForest",29.705463,-81.956046,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"enlarged","not","neither",24,,,,28,,,,,"retroorbital",,"fresh",,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","DATA SHEET READS HIND FOOT LENGTH 34MM. ASSUMED TYPO. CHANGED TO 24MM.",0,0,0,-1,0,,
"0B6BF16B09EE4721AE6340A0E0B7E019","D03","OSBS","OSBS_002","B1","evergreenForest",29.705459,-81.956563,"WGS84",,32.0,,"2013-09-11","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",24,,,,39,,,,,"retroorbital",,"fresh",,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,0,0,0,-1,0,,
"EE4FFCC7F0CF4088A25A1EA8183A44FD","D03","OSBS","OSBS_004","I1","evergreenForest",29.683326,-81.957776,"WGS84",,39.6,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"nonenlarged","pregnant","neither",27,,,,33,,,,,,,,,,,,"YSMY4NeqPCXVzAe9ZwztPOB949njWvjy","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0,,
"FEC7D8995E0449B8A5626A731C7278E5","D03","OSBS","OSBS_004","J10","evergreenForest",29.682515,-81.957665,"WGS84",,40.7,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"enlarged","pregnant","neither",24,,,,42,,,,,,,,,,,,"YSMY4NeqPCXVzAe9ZwztPOB949njWvjy","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","too pregnant to bleed ",0,0,0,-1,0,,
"59A2342B4F354FD28D476A94C4A241D8","D03","OSBS","OSBS_003","I7","evergreenForest",29.694847,-81.945215,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"nonenlarged","not","swollen",24,,,,28,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"D9ED914775594A7D8F20D668DA76D7C2","D03","OSBS","OSBS_003","A5","evergreenForest",29.695022,-81.946044,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,24,,,,31,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"9C09C5B44CF742CD992ECC1458BAEDB1","D03","OSBS","OSBS_003","A7","evergreenForest",29.694841,-81.946042,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"nonenlarged","not","swollen",25,,,,31,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"3255B27CB6C34E97988F94CC437D8660","D03","OSBS","OSBS_003","B3","evergreenForest",29.695203,-81.945942,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",25,,,,33,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"26C002E4D457450289907F1CA178FA15","D03","OSBS","OSBS_003","F3","evergreenForest",29.695206,-81.945529,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",23,,,,28,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,0,-1,0,,
"105160B7440A4D63A9BFC050E4F31B21","D03","OSBS","OSBS_003","H6","evergreenForest",29.694937,-81.945320,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"F","N","Y",,,"subadult",,"nonenlarged","not","neither",21,,,,21,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,1,-1,1,,
"AEAD6B2A6C3E417584C71D0C4425F3DB","D03","OSBS","OSBS_003","I9","evergreenForest",29.694667,-81.945214,"WGS84",,32.0,,"2013-09-12","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"M","R","Y",,,"adult","scrotal",,,,22,,,,25,,,,,,,,,,,,"J32yyfIpEw10V134pg+cYBs1wYtGesxg","MPTIP7pKlEeFtUk9POgRXaprSs7c1yJc",,0,0,1,-1,1,,
"5FBF77F39A9444F885BE30A2C0885966","D03","OSBS","OSBS_005","J3","woodyWetlands",29.695330,-82.025535,"WGS84",,37.2,,"2013-09-12","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",31,,,,128,,,,,"retroorbital",,"fresh",,,,,"YSMY4NeqPCXVzAe9ZwztPCiuwP7psxY1","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","In hand too long- released",0,0,0,-1,0,,
"CB7D5E215EB1426FA6B85ED5529468CC","D03","OSBS","OSBS_005","J3","woodyWetlands",29.695330,-82.025535,"WGS84",,37.2,,"2013-09-12","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",31,,,,128,,,,,"retroorbital",,"fresh",,,,,"YSMY4NeqPCXVzAe9ZwztPCiuwP7psxY1","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","in hand too long- released ",0,0,0,-1,0,,
"E768F468623143DC9B9D1A68C9987665","D03","OSBS","OSBS_005","J2","woodyWetlands",29.695420,-82.025536,"WGS84",,37.2,,"2013-09-12","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"M","N","N",,,"adult","nonscrotal",,,,,,,,,,,,,"retroorbital",,"fresh",,,,,"YSMY4NeqPCXVzAe9ZwztPCiuwP7psxY1","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","In hand too long- released",0,0,0,-1,0,,
"30DDEEE9EA96470B919899C7C7BE3071","D03","OSBS","OSBS_005","J2","woodyWetlands",29.695420,-82.025536,"WGS84",,37.2,,"2013-09-12","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"M","N","N",,,"adult","nonscrotal",,,,,,,,,,,,,"retroorbital",,"fresh",,,,,"YSMY4NeqPCXVzAe9ZwztPCiuwP7psxY1","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","in hand too long - released",0,0,0,-1,0,,
"D34F0121B0F5442E9ECD06878594E87D","D03","OSBS","OSBS_005","F7","woodyWetlands",29.694966,-82.025944,"WGS84",,37.1,,"2013-09-12","MAM.OSBS.2013.09",,,"GLVO","Glaucomys volans","species",,"M","R","N","nontarget",,"adult","scrotal",,,,,,,,,,,,,,,,,,,,"YSMY4NeqPCXVzAe9ZwztPCiuwP7psxY1","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,-1,-1,-1,-1,-1,,
"FF3EF3FEC16B4E97A6CBD015BC43B9D8","D03","OSBS","OSBS_005","G2","woodyWetlands",29.695418,-82.025846,"WGS84",,37.4,,"2013-09-13","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"F","N","Y","escaped",,"adult",,"nonenlarged","not","neither",24,,,,,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"2B81F40487B149EB9F578890A175CBF8","D03","OSBS","OSBS_005","I1","woodyWetlands",29.695510,-82.025640,"WGS84",,37.4,,"2013-09-13","MAM.OSBS.2013.09",,,"PESP","Peromyscus sp.","genus","cf. species",,"N","Y","escaped",,,,,"not",,,,,,,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,-1,-1,-1,-1,-1,,
"CC0CF6C05041481D97EF352453C5D90C","D03","OSBS","OSBS_005","I2","woodyWetlands",29.695420,-82.025639,"WGS84",,37.3,,"2013-09-13","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"M","R","Y",,,"adult","scrotal",,,,32,,,,173,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"64EB4521E05E4684A01F1B3F58471355","D03","OSBS","OSBS_005","D2","woodyWetlands",29.695416,-82.026156,"WGS84",,37.6,,"2013-09-13","MAM.OSBS.2013.09",,,"SIHI","Sigmodon hispidus","species",,"M","R","N",,,"adult","scrotal",,,,33,,,,153,,,,,"retroorbital",,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"214C18AC0CCB400D8E2B60AF3BB5808D","D03","OSBS","OSBS_005","C6","woodyWetlands",29.695054,-82.026255,"WGS84",,37.3,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,24,,,,31,,,,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx","no blood sample. would not go down after 3 attempts. ",0,0,0,-1,0,,
"3ADB575115014A24B17A3F91336CEE08","D03","OSBS","OSBS_003","H6","evergreenForest",29.694937,-81.945320,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"F","N","Y",,,"subadult",,"nonenlarged","not","neither",22,,,,17,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,1,-1,1,,
"26E3171584AF4307842CC11E1D750565","D03","OSBS","OSBS_003","A4","evergreenForest",29.695112,-81.946045,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",25,,,,31,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","ants",0,0,0,-1,0,,
"52B7CB1D609242BDBF3021A1329587CD","D03","OSBS","OSBS_003","E1","evergreenForest",29.695385,-81.945634,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y","escaped",,"adult",,"nonenlarged","not","neither",24,,,,,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","ants. escaped before tag recorded or samples taken.",-1,-1,-1,-1,-1,,
"A9885E0541E34D1B9C2223B5AD686E77","D03","OSBS","OSBS_003","C4","evergreenForest",29.695113,-81.945838,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","Y",,,"adult","scrotal",,,,25,,,,34,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,0,-1,0,,
"2A158C5C3F2B436C85945FEF9CA3E9FA","D03","OSBS","OSBS_003","J9","evergreenForest",29.694667,-81.945110,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"PEGO","Peromyscus gossypinus","species",,"M","N","Y",,,"subadult","nonscrotal",,,,23,,,,28,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","shaking",0,0,1,-1,1,,
"A0CFB726C6764901AAFD6235983065D6","D03","OSBS","OSBS_003","A10","evergreenForest",29.694570,-81.946040,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",25,,,,32,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,0,-1,0,,
"568A00877965497187BE2FB4E11EF9B2","D03","OSBS","OSBS_004","H3","evergreenForest",29.683145,-81.957878,"WGS84",,39.9,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","R","N",,,"adult","scrotal",,,,23,,,,33,,,,,"retroorbital",,"old",,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"22CD33CAE9AC4EF8952AFD8458BDAB0D","D03","OSBS","OSBS_004","G1","evergreenForest",29.683325,-81.957983,"WGS84",,39.7,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",22,,,,31,,,,,"retroorbital",,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"8F8EC29064CD4618B5A50721EF98E5E1","D03","OSBS","OSBS_004","J10","evergreenForest",29.682515,-81.957665,"WGS84",,40.7,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"M","N","N",,,"juvenile","nonscrotal",,,,22,,,,16,,,,,,,"old",,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"EE405C6B0FC943B1BD7CBBA0DC503392","D03","OSBS","OSBS_002","G3","evergreenForest",29.705282,-81.956045,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"enlarged","not","neither",24,,,,24,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,0,-1,0,,
"8AFE1B2355BD4CD889896056BDD45E0A","D03","OSBS","OSBS_002","B1","evergreenForest",29.705459,-81.956563,"WGS84",,32.0,,"2013-09-13","MAM.OSBS.2013.09",,,"POFL","Podomys floridanus","species",,"F","R","Y",,,"adult",,"enlarged","not","neither",23,,,,32,,,,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,0,-1,0,,
"BAF90BE15B8A4681A7FBF70A03E9CD02","D03","OSBS","OSBS_023","C8","emergentHerbaceousWetlands",29.723273,-81.984621,"WGS84",,32.0,,"2013-10-01","MAM.OSBS.2013.10",,,"PEGO","Peromyscus gossypinus","species",,"F","N","Y","dead",,"adult",,,"not",,,,,,,,,,,"retroorbital",,"old",,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx"," DIED. LOSS OF BLOOD.",0,0,0,-1,0,,
"D7C3435686D44953A69B20A211C3DC49","D03","OSBS","OSBS_023","I4","emergentHerbaceousWetlands",29.723638,-81.984004,"WGS84",,32.0,,"2013-10-01","MAM.OSBS.2013.10",,,"PEGO","Peromyscus gossypinus","species",,"F","N","Y",,,"adult",,"nonenlarged","not","neither",20,,,,25,,,,,"retroorbital",,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"0AFC21834B2F4B4A8D590783D2890103","D03","OSBS","OSBS_023","I1","emergentHerbaceousWetlands",29.723909,-81.984007,"WGS84",,32.0,,"2013-10-01","MAM.OSBS.2013.10",,,"PEGO","Peromyscus gossypinus","species",,"M","R","N",,,"adult","scrotal",,,,21,,,,28,,,,,"retroorbital",,"old",,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0,,
"300783624540488482005E1852F6BFF7","D03","OSBS","OSBS_002","I9","evergreenForest",29.704742,-81.955833,"WGS84",,32.0,,"2013-10-01","MAM.OSBS.2013.10",,,"POFL","Podomys floridanus","species",,"F","N","N",,,"adult",,"nonenlarged","not","neither",21,,,,31,,,,,,,,,,,,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx","NO BLOOD OR FECAL SAMPLE TAKEN. COLD STRESSED.",0,0,0,-1,0,,
