continent	status	order	family	genus	species	mass	reference
NA	extant	Rodentia	Muridae	Peromyscus	stirtoni	29.2	81
NA	extinct	Rodentia	Muridae	Peromyscus	cochrani	21	24
NA	extinct	Rodentia	Muridae	Peromyscus	imperfectus	35	25
NA	extant	Rodentia	Muridae	Phenacomys	ungava	-999	-999
NA	extant	Rodentia	Muridae	Phenacomys	intermedius	25.2	60
NA	extant	Rodentia	Muridae	Podomys	floridanus	30.8	60
NA	extant	Rodentia	Muridae	Reithrodontomys	paradoxus	-999	-999
NA	extant	Rodentia	Muridae	Reithrodontomys	rodriguezi	-999	-999
NA	extant	Rodentia	Muridae	Reithrodontomys	zacatecae	-999	-999
NA	extant	Rodentia	Muridae	Reithrodontomys	fulvescens	11.4	60
NA	extant	Rodentia	Muridae	Reithrodontomys	gracilis	12.3	60
NA	extant	Rodentia	Muridae	Reithrodontomys	humulis	8.3	60
NA	extant	Rodentia	Muridae	Reithrodontomys	megalotis	9.4	60
NA	extant	Rodentia	Muridae	Reithrodontomys	montanus	10.9	60
NA	extant	Rodentia	Muridae	Reithrodontomys	raviventris	11	60
NA	extant	Rodentia	Muridae	Reithrodontomys	burti	20	66
NA	extant	Rodentia	Muridae	Reithrodontomys	chrysopsis	19	66
NA	extant	Rodentia	Muridae	Reithrodontomys	hirsutus	20	66
NA	extant	Rodentia	Muridae	Reithrodontomys	mexicanus	19	66
NA	extant	Rodentia	Muridae	Reithrodontomys	microdon	20	66
NA	extant	Rodentia	Muridae	Reithrodontomys	sumichrasti	19	66
NA	extant	Rodentia	Muridae	Reithrodontomys	tenuirostris	20	66
NA	extant	Rodentia	Muridae	Reithrodontomys	creper	22.8	71
NA	extant	Rodentia	Muridae	Reithrodontomys	brevirostris	12.9	76
NA	extant	Rodentia	Muridae	Rheomys	underwoodi	-999	-999
NA	extant	Rodentia	Muridae	Rheomys	mexicanus	40	66
NA	extant	Rodentia	Muridae	Rheomys	thomasi	40	66
NA	extant	Rodentia	Muridae	Rhipidomys	scandens	-999	-999
NA	extant	Rodentia	Muridae	Scotinomys	teguina	11.2	60
NA	extant	Rodentia	Muridae	Scotinomys	xerampelinus	15	68
NA	extant	Rodentia	Muridae	Sigmodon	alleni	179	60
NA	extant	Rodentia	Muridae	Sigmodon	fulviventer	214	60
NA	extant	Rodentia	Muridae	Sigmodon	hispidus	92.4	60
NA	extant	Rodentia	Muridae	Sigmodon	leucotis	135.5	60
NA	extant	Rodentia	Muridae	Sigmodon	ochrognathus	122	60
NA	extant	Rodentia	Muridae	Sigmodon	arizonae	198	66
NA	extant	Rodentia	Muridae	Sigmodon	mascotensis	120	66
NA	extant	Rodentia	Muridae	Sigmodontomys	alfari	-999	-999
NA	extant	Rodentia	Muridae	Sigmodontomys	aphrastus	-999	-999
NA	extant	Rodentia	Muridae	Synaptomys	borealis	21.3	60
NA	extant	Rodentia	Muridae	Synaptomys	cooperi	31.9	60
NA	extinct	Rodentia	Muridae	Synaptomys	bunkeri	20	25
NA	extinct	Rodentia	Muridae	Synaptomys	australis	53	28
NA	extant	Rodentia	Muridae	Tylomys	fulviventer	-999	-999
NA	extant	Rodentia	Muridae	Tylomys	panamensis	-999	-999
NA	extant	Rodentia	Muridae	Tylomys	watsoni	-999	-999
NA	extant	Rodentia	Muridae	Tylomys	nudicaudus	100	60
NA	extant	Rodentia	Muridae	Tylomys	bullaris	280	66
NA	extant	Rodentia	Muridae	Tylomys	tumbalensis	280	66
NA	extant	Rodentia	Muridae	Xenomys	nelsoni	130	66
NA	extant	Rodentia	Sciuridae	Ammospermophilus	harrisii	122	60
NA	extant	Rodentia	Sciuridae	Ammospermophilus	interpres	110.3	60
NA	extant	Rodentia	Sciuridae	Ammospermophilus	leucurus	103.7	60
NA	extant	Rodentia	Sciuridae	Ammospermophilus	nelsoni	160.4	60
NA	extant	Rodentia	Sciuridae	Cynomys	gunnisoni	925	60
NA	extant	Rodentia	Sciuridae	Cynomys	leucurus	908.5	60
NA	extant	Rodentia	Sciuridae	Cynomys	mexicanus	900	66
NA	extant	Rodentia	Sciuridae	Cynomys	parvidens	900	66
NA	extant	Rodentia	Sciuridae	Cynomys	ludovicianus	1364	75
NA	extant	Rodentia	Sciuridae	Glaucomys	sabrinus	166	60
NA	extant	Rodentia	Sciuridae	Glaucomys	volans	63.9	60
NA	extant	Rodentia	Sciuridae	Marmota	broweri	-999	-999
NA	extant	Rodentia	Sciuridae	Marmota	caligata	7230	60
NA	extant	Rodentia	Sciuridae	Marmota	monax	3801.7	60
NA	extant	Rodentia	Sciuridae	Marmota	flaviventris	3350	66
NA	extant	Rodentia	Sciuridae	Marmota	olympus	6300	66
NA	extant	Rodentia	Sciuridae	Marmota	vancouverensis	6300	66
NA	extant	Rodentia	Sciuridae	Sciurus	aberti	624	60
NA	extant	Rodentia	Sciuridae	Sciurus	alleni	434.5	60
NA	extant	Rodentia	Sciuridae	Sciurus	arizonensis	647	60
NA	extant	Rodentia	Sciuridae	Sciurus	aureogaster	595	60
NA	extant	Rodentia	Sciuridae	Sciurus	carolinensis	506.5	60
NA	extant	Rodentia	Sciuridae	Sciurus	deppei	190	60
NA	extant	Rodentia	Sciuridae	Sciurus	griseus	731	60
NA	extant	Rodentia	Sciuridae	Sciurus	nayaritensis	697	60
NA	extant	Rodentia	Sciuridae	Sciurus	niger	761.9	60
NA	extant	Rodentia	Sciuridae	Sciurus	oculatus	650	60
NA	extant	Rodentia	Sciuridae	Sciurus	variegatoides	485	60
NA	extant	Rodentia	Sciuridae	Sciurus	colliaei	498	66
NA	extant	Rodentia	Sciuridae	Sciurus	yucatanensis	225	66
NA	extant	Rodentia	Sciuridae	Sciurus	richmondi	205	73
NA	extant	Rodentia	Sciuridae	Spermophilus	canus	-999	-999
NA	extant	Rodentia	Sciuridae	Spermophilus	armatus	313	60
NA	extant	Rodentia	Sciuridae	Spermophilus	atricapillus	551	60
NA	extant	Rodentia	Sciuridae	Spermophilus	beecheyi	578.5	60
NA	extant	Rodentia	Sciuridae	Spermophilus	beldingi	280.5	60
NA	extant	Rodentia	Sciuridae	Spermophilus	columbianus	493	60
NA	extant	Rodentia	Sciuridae	Spermophilus	franklinii	363	60
NA	extant	Rodentia	Sciuridae	Spermophilus	lateralis	191	60
NA	extant	Rodentia	Sciuridae	Spermophilus	mexicanus	189.6	60
NA	extant	Rodentia	Sciuridae	Spermophilus	parryii	760	60
NA	extant	Rodentia	Sciuridae	Spermophilus	saturatus	220	60
NA	extant	Rodentia	Sciuridae	Spermophilus	spilosoma	89	60
NA	extant	Rodentia	Sciuridae	Spermophilus	tereticaudus	156.5	60
NA	extant	Rodentia	Sciuridae	Spermophilus	townsendii	213	60
NA	extant	Rodentia	Sciuridae	Spermophilus	tridecemlineatus	131.7	60
NA	extant	Rodentia	Sciuridae	Spermophilus	variegatus	691.6	60
NA	extant	Rodentia	Sciuridae	Spermophilus	washingtoni	207.5	60
NA	extant	Rodentia	Sciuridae	Spermophilus	adocetus	125	66
NA	extant	Rodentia	Sciuridae	Spermophilus	annulatus	500	66
NA	extant	Rodentia	Sciuridae	Spermophilus	brunneus	300	66
NA	extant	Rodentia	Sciuridae	Spermophilus	madrensis	275	66
NA	extant	Rodentia	Sciuridae	Spermophilus	perotensis	140	66
NA	extant	Rodentia	Sciuridae	Spermophilus	elegans	453.6	68
NA	extant	Rodentia	Sciuridae	Spermophilus	mohavensis	190	68
NA	extant	Rodentia	Sciuridae	Spermophilus	mollis	165.4	68
NA	extant	Rodentia	Sciuridae	Spermophilus	pygmaeus	136	68
NA	extant	Rodentia	Sciuridae	Spermophilus	richardsonii	406	75
NA	extinct	Rodentia	Sciuridae	Spermophilus	cooperi	494	28
NA	extant	Rodentia	Sciuridae	Syntheosciurus	brochus	-999	-999
NA	extant	Rodentia	Sciuridae	Tamias	alpinus	36.6	60
NA	extant	Rodentia	Sciuridae	Tamias	amoenus	50.5	60
NA	extant	Rodentia	Sciuridae	Tamias	cinereicollis	61.7	60
NA	extant	Rodentia	Sciuridae	Tamias	dorsalis	71.1	60
NA	extant	Rodentia	Sciuridae	Tamias	merriami	74.8	60
NA	extant	Rodentia	Sciuridae	Tamias	minimus	135.3	60
NA	extant	Rodentia	Sciuridae	Tamias	obscurus	73	60
NA	extant	Rodentia	Sciuridae	Tamias	ochrogenys	91.7	60
NA	extant	Rodentia	Sciuridae	Tamias	palmeri	69.4	60
NA	extant	Rodentia	Sciuridae	Tamias	panamintinus	52.3	60
NA	extant	Rodentia	Sciuridae	Tamias	quadrivittatus	62.2	60
NA	extant	Rodentia	Sciuridae	Tamias	ruficaudus	68	60
NA	extant	Rodentia	Sciuridae	Tamias	senex	89.3	60
NA	extant	Rodentia	Sciuridae	Tamias	speciosus	62	60
NA	extant	Rodentia	Sciuridae	Tamias	striatus	111.9	60
NA	extant	Rodentia	Sciuridae	Tamias	townsendii	74.8	60
NA	extant	Rodentia	Sciuridae	Tamias	umbrinus	63	60
NA	extant	Rodentia	Sciuridae	Tamias	bulleri	100	66
NA	extant	Rodentia	Sciuridae	Tamias	durangae	85	66
NA	extant	Rodentia	Sciuridae	Tamias	quadrimaculatus	85.2	66
NA	extant	Rodentia	Sciuridae	Tamias	siskiyou	75	66
NA	extant	Rodentia	Sciuridae	Tamias	sonomae	75	66
NA	extant	Rodentia	Sciuridae	Tamias	canipes	70.4	86
NA	extant	Rodentia	Sciuridae	Tamias	rufus	53.6	90
NA	extinct	Rodentia	Sciuridae	Tamias	aristus	143	28
NA	extant	Rodentia	Sciuridae	Tamiasciurus	mearnsi	-999	-999
NA	extant	Rodentia	Sciuridae	Tamiasciurus	hudsonicus	201.2	60
NA	extant	Rodentia	Sciuridae	Tamiasciurus	douglasii	225	66
NA	extant	Sirenia	Trichechidae	Trichechus	manatus	433333	68
NA	extant	Xenarthra	Dasypodidae	Cabassous	centralis	3810	60
NA	extant	Xenarthra	Dasypodidae	Dasypus	novemcinctus	4203.8	60
NA	extinct	Xenarthra	Dasypodidae	Dasypus	bellus	45000	1, 58
NA	extinct	Xenarthra	Dasypodidae	Holmesina 	septentrionalis	250000	26, 32, 58
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	mexicanum	1100000	32
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	floridanum	1100000	23, 32
NA	extant	Xenarthra	Megalonychidae	Choloepus	hoffmanni	6000	75
NA	extinct	Xenarthra	Megalonychidae	Megalonyx	jeffersonii	600000	28, 58
NA	extinct	Xenarthra	Megatheriidae	Eremotherium	rusconii	3500000	23, 32, 58
NA	extinct	Xenarthra	Megatheriidae	Nothrotheriops	shastense	300000	1, 32, 58
NA	extinct	Xenarthra	Mylodontidae	Glossotherium	harlani	1587000	29, 32, 58
NA	extant	Xenarthra	Myrmecophagidae	Cyclopes	didactylus	329.5	60
NA	extant	Xenarthra	Myrmecophagidae	Myrmecophaga	tridactyla	22333.2	60
NA	extant	Xenarthra	Myrmecophagidae	Tamandua	mexicana	4210	60
Oceanic	extant	Cetacea	Balaenidae	Balaena	mysticetus	100000000	68
Oceanic	extant	Cetacea	Balaenidae	Eubalaena	australis	23000000	68
Oceanic	extant	Cetacea	Balaenidae	Eubalaena	glacialis	23000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	acutorostrata	10000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	borealis	20000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	edeni	20000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	musculus	190000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	physalus	70000000	68
Oceanic	extant	Cetacea	Balaenopteridae	Megaptera	novaeangliae	30000000	68
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	hectori	50000	-999
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	commersonii	72400	68
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	heavisidii	40000	106
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	eutropia	45000	137
Oceanic	extant	Cetacea	Delphinidae	Delphinus	delphis	80000	68
Oceanic	extant	Cetacea	Delphinidae	Feresa	attenuata	170000	106
Oceanic	extant	Cetacea	Delphinidae	Globicephala	macrorhynchus	726000	68
Oceanic	extant	Cetacea	Delphinidae	Globicephala	melas	800000	68
Oceanic	extant	Cetacea	Delphinidae	Grampus	griseus	387500	106, 134
Oceanic	extant	Cetacea	Delphinidae	Lagenodelphis	hosei	164000	68
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	acutus	182000	68
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	albirostris	180000	134
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	australis	120000	137
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	cruciger	110000	137
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	obliquidens	120000	137
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	obscurus	127500	137
Oceanic	extant	Cetacea	Delphinidae	Lissodelphis	borealis	113000	88
Oceanic	extant	Cetacea	Delphinidae	Lissodelphis	peronii	116000	93
Oceanic	extant	Cetacea	Delphinidae	Orcaella	brevirostris	190000	68
Oceanic	extant	Cetacea	Delphinidae	Orcinus	orca	4300000	68
Oceanic	extant	Cetacea	Delphinidae	Peponocephala	electra	206000	68
Oceanic	extant	Cetacea	Delphinidae	Pseudorca	crassidens	1360000	68
Oceanic	extant	Cetacea	Delphinidae	Sotalia	fluviatilis	60000	137
Oceanic	extant	Cetacea	Delphinidae	Sousa	teuszii	100000	137
Oceanic	extant	Cetacea	Delphinidae	Sousa	chinensis	280000	106, 655
Oceanic	extant	Cetacea	Delphinidae	Stenella	clymene	-999	-999
Oceanic	extant	Cetacea	Delphinidae	Stenella	attenuata	57400	68
Oceanic	extant	Cetacea	Delphinidae	Stenella	coeruleoalba	135900	68
Oceanic	extant	Cetacea	Delphinidae	Stenella	longirostris	50500	68
Oceanic	extant	Cetacea	Delphinidae	Stenella	frontalis	110000	134
Oceanic	extant	Cetacea	Delphinidae	Steno	bredanensis	130000	134
Oceanic	extant	Cetacea	Delphinidae	Tursiops	truncatus	175000	68
Oceanic	extant	Cetacea	Eschrichtiidae	Eschrichtius	robustus	28500000	68
Oceanic	extant	Cetacea	Monodontidae	Delphinapterus	leucas	1360000	68
Oceanic	extant	Cetacea	Monodontidae	Monodon	monoceros	900000	68
Oceanic	extant	Cetacea	Neobalaenidae	Caperea	marginata	32000000	68
Oceanic	extant	Cetacea	Phocoenidae	Australophocaena	dioptrica	65000	137
Oceanic	extant	Cetacea	Phocoenidae	Neophocaena	phocaenoides	32500	68
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	phocoena	52500	68
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	sinus	42500	137
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	spinipinnis	60000	137
Oceanic	extant	Cetacea	Phocoenidae	Phocoenoides	dalli	102500	68
Oceanic	extant	Cetacea	Physeteridae	Kogia	simus	183066.7	79
Oceanic	extant	Cetacea	Physeteridae	Kogia	breviceps	431500	106, 134
Oceanic	extant	Cetacea	Physeteridae	Physeter	catodon	14025000	68
Oceanic	extant	Cetacea	Platanistidae	Inia	geoffrensis	129250	89
Oceanic	extant	Cetacea	Platanistidae	Lipotes	vexillifer	83500	68
Oceanic	extant	Cetacea	Platanistidae	Platanista	minor	-999	-999
Oceanic	extant	Cetacea	Platanistidae	Platanista	gangetica	115000	75
Oceanic	extant	Cetacea	Platanistidae	Pontoporia	blainvillei	40500	68
Oceanic	extant	Cetacea	Ziphiidae	Berardius	bairdii	11380000	68
Oceanic	extant	Cetacea	Ziphiidae	Berardius	arnuxii	7000000	106
Oceanic	extant	Cetacea	Ziphiidae	Hyperoodon	ampullatus	5800000	68
Oceanic	extant	Cetacea	Ziphiidae	Hyperoodon	planifrons	3000000	106
Oceanic	extant	Cetacea	Ziphiidae	Indopacetus	pacificus	2200000	137
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	peruvianus	-999	-999
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	hectori	1000000	106
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	layardii	1500000	106
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	bidens	3400000	134
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	europaeus	5600000	134
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	ginkgodens	1500000	137
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	bowdoini	2600000	141
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	carlhubbsi	3400000	141
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	stejnegeri	4800000	141
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	densirostris	2300000	106, 134
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	grayi	2900000	106, 134
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	mirus	2100000	106, 134
Oceanic	extant	Cetacea	Ziphiidae	Tasmacetus	shepherdi	2500000	137
Oceanic	extant	Cetacea	Ziphiidae	Ziphius	cavirostris	4775000	106, 134
SA	extinct	Artiodactyla	Camelidae	Eulamaops	parallelus	150000	11, 39
SA	extinct	Artiodactyla	Camelidae	Hemiauchenia	paradoxa	1000000	1, 39
SA	extant	Artiodactyla	Camelidae	Lama	guanicoe	120000	61
SA	extant	Artiodactyla	Camelidae	Lama	pacos	60000	68
SA	extant	Artiodactyla	Camelidae	Lama	glama	142500	136, 141
SA	extinct	Artiodactyla	Camelidae	Palaeolama	spp.	1000000	40
SA	extant	Artiodactyla	Camelidae	Vicugna	vicugna	47499.6	60
SA	extinct	Artiodactyla	Cervidae	Agalmaceros	spp.	60000	11, 41
SA	extant	Artiodactyla	Cervidae	Blastocerus	dichotomus	86666.2	60
SA	extinct	Artiodactyla	Cervidae	Charitoceros	spp.	60000	11, 41
SA	extant	Artiodactyla	Cervidae	Hippocamelus	antisensis	68599.3	61
SA	extant	Artiodactyla	Cervidae	Hippocamelus	bisulcus	70000.3	61
SA	extant	Artiodactyla	Cervidae	Mazama	americana	22799.7	60
SA	extant	Artiodactyla	Cervidae	Mazama	rufina	25999.8	60
SA	extant	Artiodactyla	Cervidae	Mazama	bricenii	16499.9	61
SA	extant	Artiodactyla	Cervidae	Mazama	chunyi	16499.9	61
SA	extant	Artiodactyla	Cervidae	Mazama	gouazoupira	16300.1	61
SA	extant	Artiodactyla	Cervidae	Mazama	nana	16499.9	61
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	lujanensis	50000	39
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	axpeitianus	50000	11, 39
SA	extant	Artiodactyla	Cervidae	Odocoileus	virginianus	55508.6	60
SA	extant	Artiodactyla	Cervidae	Ozotoceros	bezoarticus	40000	60
SA	extinct	Artiodactyla	Cervidae	Paraceros	spp.	300000	11, 41
SA	extant	Artiodactyla	Cervidae	Pudu	mephistophiles	9600	61
SA	extant	Artiodactyla	Cervidae	Pudu	puda	9749.9	61
SA	extant	Artiodactyla	Tayassuidae	Catagonus	wagneri	35566.4	60
SA	extant	Artiodactyla	Tayassuidae	Pecari	tajacu	21266.7	60
SA	extinct	Artiodactyla	Tayassuidae	Platygonus	spp.	50000	11
SA	extant	Artiodactyla	Tayassuidae	Tayassu	pecari	32233.7	60
SA	extant	Carnivora	Canidae	Atelocynus	microtis	7750	61
SA	extinct	Carnivora	Canidae	Canis	dirus	50000	1, 33
SA	extinct	Carnivora	Canidae	Canis	nehringi	30000	33, 42
SA	extant	Carnivora	Canidae	Cerdocyon	thous	5240	60
SA	extant	Carnivora	Canidae	Chrysocyon	brachyurus	23249.8	60
SA	extinct	Carnivora	Canidae	Dusicyon	avus	13000	33, 42
SA	extinct	Carnivora	Canidae	Protocyon	orcesi	25000	33, 42
SA	extinct	Carnivora	Canidae	Protocyon	troglodytes	16000	33, 42
SA	extant	Carnivora	Canidae	Pseudalopex	culpaeus	9832.4	60
SA	extant	Carnivora	Canidae	Pseudalopex	griseus	8280	60
SA	extant	Carnivora	Canidae	Pseudalopex	gymnocercus	4690	61
SA	extant	Carnivora	Canidae	Pseudalopex	sechurae	4000	61
SA	extant	Carnivora	Canidae	Pseudalopex	vetulus	5350	61
SA	extinct	Carnivora	Canidae	Pseudalopex	peruanus	6430	33, 42
SA	extant	Carnivora	Canidae	Speothos	venaticus	6000	61
SA	extinct	Carnivora	Canidae	Speothos	pacivorus	9000	33, 42
SA	extinct	Carnivora	Canidae	Theriodictis	platensis	27000	33, 42
SA	extinct	Carnivora	Canidae	Theriodictis	tarijensis	27000	33, 42
SA	extant	Carnivora	Canidae	Urocyon	cinereoargenteus	3833.7	60
SA	extant	Carnivora	Felidae	Herpailurus	yaguarondi	6749.9	61
SA	extant	Carnivora	Felidae	Leopardus	pardalis	11900.1	60
SA	extant	Carnivora	Felidae	Leopardus	wiedii	3250	60
SA	extant	Carnivora	Felidae	Leopardus	tigrinus	2250	61
SA	extant	Carnivora	Felidae	Oncifelis	geoffroyi	3590	61
SA	extant	Carnivora	Felidae	Oncifelis	guigna	2230	61
SA	extant	Carnivora	Felidae	Oncifelis	colocolo	3935	60, 61 
SA	extant	Carnivora	Felidae	Oreailurus	jacobita	9170	60
SA	extant	Carnivora	Felidae	Panthera	onca	100000	61
SA	extinct	Carnivora	Felidae	Panthera	leo atrox	433200	31
SA	extant	Carnivora	Felidae	Puma	concolor	51600	60
SA	extinct	Carnivora	Felidae	Smilodon	fatalis	433200	31, 43
SA	extinct	Carnivora	Feliidae	Smilodon	populator	442000	32
SA	extant	Carnivora	Mustelidae	Conepatus	chinga	1917.5	60
SA	extant	Carnivora	Mustelidae	Conepatus	semistriatus	1200	60
SA	extant	Carnivora	Mustelidae	Conepatus	humboldtii	328	61
SA	extant	Carnivora	Mustelidae	Eira	barbara	3910	60
SA	extant	Carnivora	Mustelidae	Galictis	cuja	1000	60
SA	extant	Carnivora	Mustelidae	Galictis	vittata	3200	61
SA	extant	Carnivora	Mustelidae	Lontra	longicaudis	6555	60
SA	extant	Carnivora	Mustelidae	Lontra	provocax	7500	60
SA	extant	Carnivora	Mustelidae	Lontra	felina	30600	96
SA	extant	Carnivora	Mustelidae	Lyncodon	patagonicus	225	61
SA	extant	Carnivora	Mustelidae	Mustela	frenata	147	60
SA	extant	Carnivora	Mustelidae	Mustela	africana	537	61
SA	extant	Carnivora	Mustelidae	Mustela	felipei	211.3	61
SA	extant	Carnivora	Mustelidae	Pteronura	brasiliensis	23999.9	61
SA	extant	Carnivora	Otariidae	Arctocephalus	australis	45000	68
SA	extant	Carnivora	Otariidae	Arctocephalus	galapagoensis	27000	68
SA	extant	Carnivora	Otariidae	Arctocephalus	philippii	95000	137
SA	extant	Carnivora	Otariidae	Otaria	byronia	140000	68
SA	extant	Carnivora	Otariidae	Zalophus	californianus	80000	68
SA	extant	Carnivora	Procyonidae	Bassaricyon	alleni	1235	61
SA	extant	Carnivora	Procyonidae	Bassaricyon	beddardi	1235	61
SA	extant	Carnivora	Procyonidae	Bassaricyon	gabbii	1250	61
SA	extant	Carnivora	Procyonidae	Nasua	narica	4030	60
SA	extant	Carnivora	Procyonidae	Nasua	nasua	3793.8	60
SA	extant	Carnivora	Procyonidae	Nasuella	olivacea	1340	61
SA	extant	Carnivora	Procyonidae	Potos	flavus	3000	75
SA	extant	Carnivora	Procyonidae	Procyon	cancrivorus	6949.9	60
SA	extinct	Carnivora	Ursidae	Arctodus	bonariensis	600000	39, 40
SA	extant	Carnivora	Ursidae	Tremarctos	ornatus	140000.6	60
SA	extant	Chiroptera	Emballonuridae	Balantiopteryx	infusca	-999	-999
SA	extant	Chiroptera	Emballonuridae	Balantiopteryx	plicata	6.4	153
SA	extant	Chiroptera	Emballonuridae	Centronycteris	maximiliani	-999	-999
SA	extant	Chiroptera	Emballonuridae	Cormura	brevirostris	9.2	153
SA	extant	Chiroptera	Emballonuridae	Cyttarops	alecto	5.3	153
SA	extant	Chiroptera	Emballonuridae	Diclidurus	ingens	-999	-999
SA	extant	Chiroptera	Emballonuridae	Diclidurus	albus	15.6	153
SA	extant	Chiroptera	Emballonuridae	Diclidurus	isabellus	14	153
SA	extant	Chiroptera	Emballonuridae	Diclidurus	scutatus	13.3	153
SA	extant	Chiroptera	Emballonuridae	Peropteryx	leucoptera	-999	-999
SA	extant	Chiroptera	Emballonuridae	Peropteryx	kappleri	9.4	153
SA	extant	Chiroptera	Emballonuridae	Peropteryx	macrotis	5.4	153
SA	extant	Chiroptera	Emballonuridae	Rhynchonycteris	naso	4.2	153
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	gymnura	-999	-999
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	bilineata	8.1	153
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	canescens	3.4	153
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	leptura	4.9	153
SA	extant	Chiroptera	Furipteridae	Amorphochilus	schnablii	-999	-999
SA	extant	Chiroptera	Furipteridae	Furipterus	horrens	3.2	153
SA	extant	Chiroptera	Molossidae	Eumops	maurus	-999	-999
SA	extant	Chiroptera	Molossidae	Eumops	auripendulus	28.5	153
SA	extant	Chiroptera	Molossidae	Eumops	bonariensis	11.9	153
SA	extant	Chiroptera	Molossidae	Eumops	dabbenei	104.4	153
SA	extant	Chiroptera	Molossidae	Eumops	glaucinus	35.4	153
SA	extant	Chiroptera	Molossidae	Eumops	hansae	15.1	153
SA	extant	Chiroptera	Molossidae	Eumops	perotis	51.1	153
SA	extant	Chiroptera	Molossidae	Molossops	aequatorianus	-999	-999
SA	extant	Chiroptera	Molossidae	Molossops	neglectus	-999	-999
SA	extant	Chiroptera	Molossidae	Molossops	abrasus	41	153
SA	extant	Chiroptera	Molossidae	Molossops	greenhalli	15	153
SA	extant	Chiroptera	Molossidae	Molossops	mattogrossensis	6.8	153
SA	extant	Chiroptera	Molossidae	Molossops	planirostris	12.4	153
SA	extant	Chiroptera	Molossidae	Molossops	temminckii	5.9	153
SA	extant	Chiroptera	Molossidae	Molossus	pretiosus	-999	-999
SA	extant	Chiroptera	Molossidae	Molossus	ater	31.7	153
SA	extant	Chiroptera	Molossidae	Molossus	bondae	17.8	153
SA	extant	Chiroptera	Molossidae	Molossus	molossus	13.6	153
SA	extant	Chiroptera	Molossidae	Molossus	sinaloae	22.6	153
SA	extant	Chiroptera	Molossidae	Mormopterus	kalinowskii	-999	-999
SA	extant	Chiroptera	Molossidae	Mormopterus	phrudus	-999	-999
SA	extant	Chiroptera	Molossidae	Nyctinomops	aurispinosus	18	153
SA	extant	Chiroptera	Molossidae	Nyctinomops	laticaudatus	12.2	153
SA	extant	Chiroptera	Molossidae	Nyctinomops	macrotis	18.4	153
SA	extant	Chiroptera	Molossidae	Promops	centralis	26.4	153
SA	extant	Chiroptera	Molossidae	Tadarida	espiritosantensis	-999	-999
SA	extant	Chiroptera	Molossidae	Tadarida	brasiliensis	12.5	153
SA	extant	Chiroptera	Mormoopidae	Mormoops	megalophylla	16	153
SA	extant	Chiroptera	Mormoopidae	Pteronotus	davyi	9.2	153
SA	extant	Chiroptera	Mormoopidae	Pteronotus	gymnonotus	14.4	153
SA	extant	Chiroptera	Mormoopidae	Pteronotus	parnellii	19.7	153
SA	extant	Chiroptera	Mormoopidae	Pteronotus	personatus	8.7	153
SA	extant	Chiroptera	Natalidae	Natalus	tumidirostris	5.7	153
SA	extant	Chiroptera	Noctilionidae	Noctilio	albiventris	30.8	153
SA	extant	Chiroptera	Noctilionidae	Noctilio	leporinus	60.3	153
SA	extant	Chiroptera	Phyllostomidae	Ametrida	centurio	10.3	153
